Campus,Student_ID,Rank,Maths_GPA,Physics_GPA,Chem_GPA,PUC_GPA,Gender
RK_Valley,R230585,343,9.5,6.8,6.8,9.12,F
RK_Valley,R230451,345,8.25,7.2,7.4,9.12,M
RK_Valley,R230572,346,10.0,7.0,6.4,9.11,M
RK_Valley,R230394,347,9.25,7.0,7.0,9.11,M
RK_Valley,R230544,348,9.0,7.4,7.0,9.11,M
RK_Valley,R230255,350,9.0,7.2,6.6,9.11,M
RK_Valley,R230045,351,9.0,7.0,7.0,9.11,F
RK_Valley,R230430,352,9.0,6.8,6.8,9.11,M
RK_Valley,R230755,353,8.25,7.2,6.8,9.11,F
RK_Valley,R230822,354,8.0,7.2,7.0,9.11,F
RK_Valley,R230050,355,8.0,7.2,6.8,9.11,F
RK_Valley,R230187,356,9.0,7.4,6.6,9.1,M
RK_Valley,R230061,357,9.0,7.0,6.4,9.1,F
RK_Valley,R230363,358,8.75,7.0,7.4,9.1,F
RK_Valley,R230642,359,8.75,7.0,7.2,9.1,F
RK_Valley,R230421,360,8.5,7.6,7.2,9.1,F
RK_Valley,R230026,361,8.25,7.4,7.2,9.1,F
RK_Valley,R230401,363,9.0,7.2,7.0,9.09,F
RK_Valley,R230374,364,9.0,7.0,6.8,9.09,F
RK_Valley,R230848,365,8.75,7.4,6.8,9.09,F
RK_Valley,R230176,366,8.75,7.0,6.8,9.09,F
RK_Valley,R230662,367,8.25,6.8,7.0,9.09,M
RK_Valley,R230265,370,9.0,7.2,6.8,9.08,F
RK_Valley,R230590,371,9.0,7.0,6.6,9.08,F
RK_Valley,R230725,372,8.5,7.6,7.0,9.08,M
RK_Valley,R230319,373,8.25,7.0,6.8,9.08,F
RK_Valley,R230671,374,9.25,7.0,7.0,9.07,F
RK_Valley,R230877,375,9.25,7.0,6.6,9.07,F
RK_Valley,R230729,377,8.75,7.0,6.8,9.07,M
RK_Valley,R230148,378,8.75,6.8,7.2,9.07,F
RK_Valley,R230529,379,8.5,6.8,7.2,9.06,F
RK_Valley,R230845,380,8.5,6.8,7.0,9.06,F
RK_Valley,R230303,381,9.25,7.4,6.4,9.05,F
RK_Valley,R230395,382,9.0,7.0,6.4,9.05,M
RK_Valley,R230542,383,8.75,7.2,6.8,9.05,F
RK_Valley,R230839,386,8.25,7.0,7.0,9.05,F
RK_Valley,R230903,387,9.0,7.0,7.2,9.04,F
RK_Valley,R230843,388,8.25,7.0,7.2,9.04,F
RK_Valley,R230403,389,9.75,7.0,6.6,9.03,M
RK_Valley,R230565,391,9.0,6.6,7.4,9.03,M
RK_Valley,R230812,392,8.5,7.0,6.8,9.03,F
RK_Valley,R230751,393,9.0,7.0,6.6,9.02,M
RK_Valley,R230328,394,8.75,7.0,7.0,9.02,F
RK_Valley,R230227,395,8.75,6.6,6.8,9.02,F
RK_Valley,R230066,397,8.25,7.2,6.6,9.02,M
RK_Valley,R230496,398,8.25,6.8,6.8,9.02,F
RK_Valley,R230532,399,8.75,7.0,6.4,9.01,M
RK_Valley,R230334,400,8.5,7.0,7.0,9.01,F
RK_Valley,R230441,401,8.25,6.8,6.8,9.01,F
RK_Valley,R230391,402,9.5,7.0,6.4,9.0,M
RK_Valley,R230332,403,9.5,6.8,6.8,9.0,M
RK_Valley,R230679,405,8.75,6.6,6.8,9.0,F
RK_Valley,R230436,406,8.5,7.2,6.4,9.0,M
RK_Valley,R230139,407,8.5,7.0,6.8,9.0,F
RK_Valley,R230295,409,8.0,7.2,6.6,9.0,F
RK_Valley,R220626,410,7.5,6.8,6.8,9.0,F
RK_Valley,R230299,412,9.0,7.0,6.8,8.99,F
RK_Valley,R230241,413,8.5,7.2,6.6,8.99,F
RK_Valley,R230830,416,8.5,6.8,6.6,8.99,F
RK_Valley,R230703,417,8.25,6.6,7.2,8.99,F
RK_Valley,R230446,418,8.0,7.8,6.4,8.99,F
RK_Valley,R230901,422,8.5,7.2,6.8,8.98,M
RK_Valley,R230388,423,8.0,7.2,7.2,8.98,M
RK_Valley,R230783,424,7.75,7.4,7.0,8.98,F
RK_Valley,R230817,425,9.0,6.6,6.6,8.97,F
RK_Valley,R230623,426,8.25,7.0,6.8,8.97,F
RK_Valley,R230885,428,9.25,6.6,7.0,8.96,F
RK_Valley,R230035,430,8.75,7.2,6.4,8.96,M
RK_Valley,R230897,431,8.75,7.0,6.6,8.96,F
RK_Valley,R230934,433,8.5,7.4,6.2,8.96,M
RK_Valley,R230568,434,8.5,7.2,7.0,8.96,M
RK_Valley,R230011,435,8.5,7.0,6.8,8.96,F
RK_Valley,R230274,436,8.5,6.8,6.8,8.96,F
RK_Valley,R230581,439,8.25,7.2,6.6,8.96,F
RK_Valley,R230318,440,8.75,7.2,6.6,8.95,M
RK_Valley,R230082,441,8.5,7.2,6.6,8.95,F
RK_Valley,R230315,442,8.5,7.0,7.2,8.95,M
RK_Valley,R230294,443,8.5,6.8,7.2,8.95,F
RK_Valley,R230577,444,8.25,7.2,6.8,8.95,F
RK_Valley,R230132,445,8.0,7.0,6.6,8.95,F
RK_Valley,R230031,446,7.5,6.8,7.4,8.95,F
RK_Valley,R230166,447,7.5,6.8,7.2,8.95,F
RK_Valley,R230404,448,9.5,7.4,6.2,8.94,M
RK_Valley,R230208,449,8.75,6.8,6.8,8.94,F
RK_Valley,R230312,450,8.5,7.2,6.4,8.94,M
RK_Valley,R230372,451,8.5,6.6,6.8,8.94,F
RK_Valley,R230602,452,8.5,6.6,6.8,8.94,F
RK_Valley,R230469,453,8.25,7.2,6.2,8.93,F
RK_Valley,R230927,454,8.5,6.8,6.6,8.92,F
RK_Valley,R230357,455,9.0,7.4,6.6,8.91,M
RK_Valley,R230269,457,9.5,7.0,6.2,8.9,F
RK_Valley,R230175,458,8.75,7.0,6.2,8.9,M
RK_Valley,R230666,459,8.5,7.6,6.6,8.9,M
RK_Valley,R230253,461,8.25,7.4,6.8,8.9,M
RK_Valley,R230124,462,8.25,6.8,7.0,8.9,F
RK_Valley,R230595,463,7.75,7.2,6.8,8.9,F
RK_Valley,R230631,464,7.75,7.0,6.6,8.9,F
RK_Valley,R230184,465,9.0,6.6,6.2,8.89,F
RK_Valley,R230134,466,8.0,7.4,6.2,8.89,F
RK_Valley,R230664,467,9.25,6.2,6.8,8.88,M
RK_Valley,R230584,468,9.25,6.2,6.0,8.88,F
RK_Valley,R230467,469,8.75,7.2,6.0,8.88,F
RK_Valley,R230324,470,8.5,6.8,5.8,8.88,F
RK_Valley,R230142,471,8.5,6.6,7.0,8.88,F
RK_Valley,R230682,472,8.75,6.6,6.8,8.87,F
RK_Valley,R230114,473,8.5,7.2,7.0,8.87,F
RK_Valley,R230933,476,8.25,6.8,6.4,8.87,F
RK_Valley,R230489,477,8.0,6.8,7.0,8.87,M
RK_Valley,R230860,478,9.0,6.8,6.4,8.86,M
RK_Valley,R230149,479,8.25,7.4,6.4,8.86,F
RK_Valley,R230070,482,8.5,6.8,7.0,8.85,F
RK_Valley,R230784,483,8.5,6.6,6.2,8.85,F
RK_Valley,R230387,484,8.25,7.0,6.4,8.85,M
RK_Valley,R230715,485,9.25,6.6,6.2,8.84,F
RK_Valley,R230196,486,8.75,6.8,6.6,8.84,F
RK_Valley,R230043,487,8.5,6.8,6.8,8.84,M
RK_Valley,R230942,488,8.25,7.0,7.0,8.84,F
RK_Valley,R230235,489,8.5,7.4,6.0,8.83,F
RK_Valley,R230210,490,8.5,7.0,6.6,8.83,F
RK_Valley,R230501,491,8.25,6.8,6.8,8.83,F
RK_Valley,R230361,492,8.0,6.8,6.8,8.83,F
RK_Valley,R230047,494,8.75,7.2,6.4,8.82,M
RK_Valley,R230145,495,8.5,6.8,6.8,8.82,F
RK_Valley,R230856,496,8.25,7.4,6.8,8.82,M
RK_Valley,R230851,497,8.0,7.0,6.6,8.82,F
RK_Valley,R230945,499,8.0,6.8,6.6,8.82,F
RK_Valley,R230079,501,8.75,6.8,6.4,8.81,M
RK_Valley,R230939,502,8.5,7.0,6.0,8.81,F
RK_Valley,R230027,503,8.25,6.8,6.8,8.81,M
RK_Valley,R230660,504,8.0,7.2,7.0,8.81,M
RK_Valley,R230172,505,7.75,6.4,6.8,8.81,F
RK_Valley,R230231,506,9.0,7.2,6.2,8.8,M
RK_Valley,R230209,507,9.0,6.8,6.0,8.8,F
RK_Valley,R230720,508,8.25,7.0,6.4,8.8,F
RK_Valley,R230437,509,8.25,6.8,6.8,8.8,F
RK_Valley,R230140,510,8.0,7.2,6.8,8.8,F
RK_Valley,R230263,511,7.25,7.0,7.2,8.8,F
RK_Valley,R230552,512,9.0,6.4,6.4,8.79,F
RK_Valley,R230349,514,8.25,7.0,6.4,8.79,M
RK_Valley,R230813,515,8.0,7.0,6.6,8.79,F
RK_Valley,R230005,517,8.25,6.6,6.2,8.78,M
RK_Valley,R230182,518,7.75,6.8,6.6,8.78,F
RK_Valley,R230335,519,7.75,6.6,6.6,8.78,M
RK_Valley,R230551,520,9.0,6.4,6.2,8.77,F
RK_Valley,R230714,521,8.5,7.4,6.2,8.77,M
RK_Valley,R230888,522,8.5,6.6,6.6,8.77,F
RK_Valley,R230465,523,8.25,6.6,6.2,8.77,F
RK_Valley,R230383,527,8.0,6.6,6.2,8.76,F
RK_Valley,R230285,529,7.75,6.8,6.6,8.75,F
RK_Valley,R230546,530,8.75,6.6,6.6,8.74,F
RK_Valley,R230521,531,8.25,6.8,6.6,8.74,M
RK_Valley,R230667,532,8.0,7.0,6.6,8.74,M
RK_Valley,R230639,534,8.5,6.6,5.8,8.73,F
RK_Valley,R230669,535,8.25,6.6,6.4,8.73,M
RK_Valley,R230450,536,7.25,6.4,6.6,8.73,F
RK_Valley,R230855,537,8.0,6.6,6.4,8.72,F
RK_Valley,R230389,538,8.25,7.0,6.2,8.71,M
RK_Valley,R230661,539,8.0,6.6,6.4,8.71,M
RK_Valley,R230384,540,7.75,6.6,6.6,8.71,F
RK_Valley,R230512,541,7.5,6.8,6.4,8.71,F
RK_Valley,R230560,542,7.25,7.2,6.2,8.71,F
RK_Valley,R230129,543,9.0,6.8,6.4,8.7,M
RK_Valley,R230636,544,8.75,7.2,6.2,8.7,F
RK_Valley,R230267,546,7.75,6.8,6.4,8.7,M
RK_Valley,R230677,548,8.75,6.6,6.4,8.69,M
RK_Valley,R230476,549,8.25,7.0,6.2,8.69,F
RK_Valley,R230691,550,8.0,6.6,6.0,8.69,F
RK_Valley,R230504,551,8.25,6.4,6.8,8.68,F
RK_Valley,R230865,553,8.5,6.2,6.2,8.67,F
RK_Valley,R230271,554,7.75,6.6,6.8,8.67,F
RK_Valley,R230913,555,7.5,6.8,6.2,8.67,F
RK_Valley,R230882,556,8.5,6.8,6.4,8.66,M
RK_Valley,R230904,559,9.0,6.8,6.0,8.65,F
RK_Valley,R230219,560,8.25,6.6,6.6,8.65,F
RK_Valley,R230826,561,8.25,6.6,6.4,8.65,M
RK_Valley,R230069,562,8.25,6.6,6.2,8.65,F
RK_Valley,R230141,564,7.75,7.0,5.8,8.65,M
RK_Valley,R230251,565,7.75,6.8,6.8,8.65,M
RK_Valley,R230652,566,7.75,6.6,6.4,8.65,F
RK_Valley,R230197,567,9.0,6.8,6.4,8.64,M
RK_Valley,R230170,568,8.5,6.6,6.2,8.64,M
RK_Valley,R230777,569,8.0,6.6,6.2,8.64,F
RK_Valley,R230533,570,8.0,6.6,6.0,8.64,F
RK_Valley,R230250,571,7.75,6.2,7.2,8.64,F
RK_Valley,R230792,572,6.75,7.0,6.2,8.64,M
RK_Valley,R230550,573,8.0,6.6,6.8,8.63,F
RK_Valley,R230638,574,7.5,6.8,6.6,8.63,F
RK_Valley,R230348,575,8.25,6.8,6.4,8.62,M
RK_Valley,R230481,576,7.75,6.6,6.4,8.62,F
RK_Valley,R230884,577,8.25,6.4,6.0,8.61,M
RK_Valley,R230286,578,8.0,7.2,6.2,8.61,M
RK_Valley,R230478,579,7.75,6.6,6.0,8.61,F
RK_Valley,R230828,580,7.75,6.4,6.2,8.61,F
RK_Valley,R230088,582,7.75,7.0,6.0,8.6,F
RK_Valley,R230102,583,7.75,6.6,6.4,8.6,F
RK_Valley,R230041,584,7.25,7.0,6.4,8.6,F
RK_Valley,R230670,585,8.75,7.0,5.6,8.59,M
RK_Valley,R230327,587,8.25,6.8,6.4,8.59,M
RK_Valley,R230491,588,8.25,6.0,6.2,8.59,F
RK_Valley,R230883,589,7.5,7.0,6.0,8.59,F
RK_Valley,R220027,590,7.0,6.6,6.6,8.59,M
RK_Valley,R230365,591,8.0,6.2,6.4,8.58,F
RK_Valley,R230199,592,7.75,6.8,6.2,8.58,F
RK_Valley,R230615,593,7.25,7.0,6.8,8.58,M
RK_Valley,R230412,594,7.0,7.0,6.6,8.58,F
RK_Valley,R230055,595,8.25,6.4,6.0,8.57,F
RK_Valley,R230509,596,8.25,6.4,6.0,8.57,F
RK_Valley,R230487,597,8.0,6.8,6.4,8.57,M
RK_Valley,R230617,598,8.0,6.4,6.4,8.57,F
RK_Valley,R230159,599,7.75,6.8,6.2,8.57,M
RK_Valley,R230966,602,8.0,6.8,6.4,8.56,F
RK_Valley,R230680,603,8.0,6.8,6.4,8.56,F
RK_Valley,R230567,605,7.75,6.8,6.4,8.56,F
RK_Valley,R230647,606,7.5,7.0,6.2,8.56,M
RK_Valley,R230272,607,7.25,6.8,5.8,8.56,F
RK_Valley,R230538,608,9.0,6.4,6.2,8.55,F
RK_Valley,R230128,609,8.75,7.2,5.8,8.55,M
RK_Valley,R230068,610,8.75,5.8,5.8,8.55,F
RK_Valley,R230245,611,8.5,6.6,6.4,8.55,M
RK_Valley,R230125,613,7.5,6.4,6.4,8.55,M
RK_Valley,R230202,614,7.25,6.8,6.6,8.55,M
RK_Valley,R230797,615,7.75,6.4,6.0,8.54,F
RK_Valley,R230087,616,8.75,6.6,6.4,8.53,F
RK_Valley,R230410,617,8.25,6.4,6.0,8.53,M
RK_Valley,R230727,618,7.5,6.6,6.4,8.53,F
RK_Valley,R230895,619,7.5,6.4,6.6,8.53,M
RK_Valley,R230798,620,6.75,6.0,6.6,8.53,F
RK_Valley,R230122,622,8.25,7.0,5.6,8.52,M
RK_Valley,R230447,623,7.5,7.0,6.2,8.52,M
RK_Valley,R230511,624,7.5,6.6,5.8,8.52,F
RK_Valley,R230110,625,7.5,6.2,6.8,8.52,F
RK_Valley,R230423,627,8.5,6.0,5.6,8.51,F
RK_Valley,R230248,628,8.25,6.4,6.2,8.51,M
RK_Valley,R230609,629,7.25,7.0,6.0,8.51,M
RK_Valley,R230171,630,7.25,6.4,6.2,8.51,F
RK_Valley,R230288,631,8.25,6.8,6.4,8.5,M
RK_Valley,R230721,632,8.0,6.6,5.8,8.5,M
RK_Valley,R230048,633,7.75,6.8,6.4,8.5,M
RK_Valley,R230804,634,7.5,6.4,6.4,8.5,M
RK_Valley,R230651,635,7.25,6.6,6.2,8.5,F
RK_Valley,R230049,637,8.0,6.2,6.0,8.49,M
RK_Valley,R230946,639,8.0,6.4,6.0,8.48,F
RK_Valley,R230879,640,7.75,6.6,6.6,8.48,M
RK_Valley,R230346,641,9.5,6.6,6.0,8.47,M
RK_Valley,R230353,642,8.25,6.6,6.0,8.47,F
RK_Valley,R230750,644,7.75,6.6,6.4,8.46,F
RK_Valley,R230379,646,7.0,6.0,6.0,8.46,F
RK_Valley,R230351,647,6.75,6.4,6.6,8.46,M
RK_Valley,R230566,649,7.75,6.6,6.4,8.45,M
RK_Valley,R230557,650,7.75,6.6,6.4,8.45,M
RK_Valley,R230254,651,7.5,6.2,6.2,8.45,M
RK_Valley,R230234,652,6.75,6.4,6.2,8.45,F
RK_Valley,R230075,654,7.5,6.4,6.4,8.44,F
RK_Valley,R230092,657,8.5,6.4,5.8,8.43,F
RK_Valley,R230668,658,7.0,6.6,6.0,8.43,F
RK_Valley,R230563,659,8.5,6.6,6.2,8.42,F
RK_Valley,R230067,660,8.5,6.4,5.8,8.42,M
RK_Valley,R230558,661,7.75,6.2,6.6,8.42,F
RK_Valley,R230137,662,7.75,6.2,6.4,8.42,M
RK_Valley,R230331,663,7.5,7.0,6.2,8.42,M
RK_Valley,R230291,664,7.5,6.8,6.2,8.42,M
RK_Valley,R230133,666,7.0,6.8,6.2,8.42,F
RK_Valley,R230701,667,8.25,6.4,6.0,8.41,F
RK_Valley,R230014,668,7.75,6.6,6.0,8.41,F
RK_Valley,R230774,669,7.75,6.0,5.8,8.41,F
RK_Valley,R230752,670,7.0,6.4,6.2,8.41,F
RK_Valley,R230633,671,6.75,6.4,6.0,8.41,F
RK_Valley,R230371,672,7.75,6.2,6.2,8.4,F
RK_Valley,R230630,674,8.0,6.6,5.8,8.39,F
RK_Valley,R230663,676,7.5,6.8,6.4,8.39,M
RK_Valley,R230823,677,7.0,6.4,6.8,8.39,F
RK_Valley,R230614,678,8.25,6.2,6.8,8.38,F
RK_Valley,R230712,679,7.5,7.2,6.0,8.38,M
RK_Valley,R230786,680,7.0,6.8,6.0,8.38,M
RK_Valley,R230628,681,7.0,6.8,5.6,8.38,F
RK_Valley,R230807,682,7.75,6.6,5.8,8.37,M
RK_Valley,R230097,683,7.0,6.4,6.0,8.36,F
RK_Valley,R230224,685,8.0,6.4,5.6,8.34,M
RK_Valley,R230167,686,7.5,6.0,6.4,8.34,F
RK_Valley,R230071,687,7.0,7.2,5.8,8.34,F
RK_Valley,R230619,689,8.25,6.2,6.0,8.33,F
RK_Valley,R230300,690,7.75,6.2,5.6,8.33,M
RK_Valley,R230780,691,7.5,6.4,6.0,8.33,F
RK_Valley,R230177,692,7.0,6.8,5.8,8.33,F
RK_Valley,R220639,693,7.0,6.2,6.6,8.33,M
RK_Valley,R230498,695,7.5,6.4,6.2,8.32,F
RK_Valley,R230676,696,7.5,6.6,6.4,8.31,F
RK_Valley,R230281,697,7.0,6.4,5.8,8.31,F
RK_Valley,R230355,699,7.25,6.2,6.4,8.3,F
RK_Valley,R230549,700,6.75,6.8,5.4,8.3,F
RK_Valley,R230746,702,8.25,6.6,5.8,8.29,M
RK_Valley,R230506,703,7.75,6.6,5.2,8.29,F
RK_Valley,R230364,704,7.5,6.4,6.2,8.29,M
RK_Valley,R230198,705,7.0,6.6,6.6,8.29,F
RK_Valley,R230298,706,7.0,6.6,5.8,8.29,F
RK_Valley,R230744,707,6.75,6.4,6.4,8.29,M
RK_Valley,R230218,709,7.0,6.4,6.0,8.28,F
RK_Valley,R230556,710,7.75,6.8,5.8,8.27,M
RK_Valley,R230337,712,7.5,6.8,5.8,8.27,F
RK_Valley,R230153,713,7.5,6.4,6.4,8.27,F
RK_Valley,R230474,715,7.75,6.6,5.4,8.26,F
RK_Valley,R230611,716,7.5,6.2,5.8,8.26,M
RK_Valley,R230118,717,7.25,6.2,6.0,8.26,M
RK_Valley,R230053,718,7.0,6.2,6.0,8.26,F
RK_Valley,R230120,719,7.5,6.4,5.2,8.25,M
RK_Valley,R230431,720,7.75,6.0,5.8,8.24,M
RK_Valley,R230093,721,7.0,6.2,6.0,8.24,F
RK_Valley,R230943,722,6.5,6.8,6.0,8.24,F
RK_Valley,R230573,723,8.0,6.4,5.6,8.23,M
RK_Valley,R230969,724,7.5,6.2,6.2,8.23,F
RK_Valley,R230408,726,7.0,6.2,6.2,8.22,F
RK_Valley,R230688,727,8.0,7.2,5.4,8.21,M
RK_Valley,R230440,728,7.5,6.6,6.0,8.21,M
RK_Valley,R230341,729,7.25,6.2,5.8,8.21,F
RK_Valley,R230333,730,7.0,6.0,6.0,8.21,F
RK_Valley,R230174,731,7.0,6.0,5.8,8.21,F
RK_Valley,R230935,732,8.0,5.6,5.2,8.2,M
RK_Valley,R230718,733,8.25,6.4,6.0,8.19,F
RK_Valley,R230548,734,8.0,6.4,5.8,8.19,M
RK_Valley,R230480,735,7.75,6.4,6.4,8.19,M
RK_Valley,R230268,736,7.5,6.2,6.0,8.19,M
RK_Valley,R230841,737,7.0,6.4,6.0,8.19,F
RK_Valley,R230422,739,7.75,6.0,5.6,8.18,M
RK_Valley,R230656,740,7.75,6.4,5.8,8.17,F
RK_Valley,R230869,741,7.75,6.4,5.6,8.17,F
RK_Valley,R230194,742,8.0,6.4,5.8,8.16,M
RK_Valley,R230931,743,7.0,6.2,5.6,8.16,F
RK_Valley,R230815,744,7.5,6.0,6.2,8.15,M
RK_Valley,R230754,745,7.25,6.0,6.2,8.15,F
RK_Valley,R230646,746,8.0,6.0,5.8,8.14,M
RK_Valley,R230687,747,7.5,6.2,5.8,8.14,M
RK_Valley,R230243,748,7.0,6.4,5.8,8.14,F
RK_Valley,R230239,749,6.0,6.6,6.2,8.14,F
RK_Valley,R230306,750,8.25,5.8,5.8,8.13,M
RK_Valley,R230277,751,6.75,6.4,6.0,8.13,F
RK_Valley,R230060,753,7.25,5.4,5.8,8.12,F
RK_Valley,R230743,754,7.0,6.6,5.6,8.12,M
RK_Valley,R230760,755,7.5,6.0,5.2,8.11,F
RK_Valley,R230143,757,6.25,6.2,6.2,8.11,F
RK_Valley,R230123,758,7.5,6.0,6.0,8.1,M
RK_Valley,R230735,759,7.25,6.4,5.8,8.1,F
RK_Valley,R230650,760,7.25,6.4,5.6,8.1,F
RK_Valley,R230868,761,6.0,6.4,6.0,8.1,F
RK_Valley,R230771,763,7.75,6.6,6.0,8.09,M
RK_Valley,R230343,764,7.5,6.2,5.2,8.09,F
RK_Valley,R230458,765,7.25,6.4,5.8,8.09,F
RK_Valley,R230223,766,6.75,6.2,6.0,8.09,F
RK_Valley,R230772,767,7.25,6.2,5.0,8.08,F
RK_Valley,R230510,770,6.75,6.0,5.8,8.07,F
RK_Valley,R230418,771,6.75,6.0,5.8,8.07,F
RK_Valley,R230155,772,7.0,6.6,6.0,8.06,M
RK_Valley,R230135,773,6.25,6.4,6.0,8.06,F
RK_Valley,R230782,774,6.25,6.2,6.2,8.06,M
RK_Valley,R230054,775,6.25,5.8,5.2,8.06,M
RK_Valley,R230938,776,7.75,6.4,5.4,8.05,F
RK_Valley,R230531,777,7.0,6.0,5.4,8.05,M
RK_Valley,R230222,778,7.75,5.8,5.6,8.04,M
RK_Valley,R211000,779,6.25,6.0,6.0,8.04,F
RK_Valley,R230002,781,7.0,5.8,5.6,8.03,F
RK_Valley,R230188,782,6.75,6.0,5.2,8.03,F
RK_Valley,R230080,784,7.5,6.0,5.8,8.02,F
RK_Valley,R230641,786,5.75,6.8,5.2,8.02,F
RK_Valley,R230157,788,8.0,5.8,5.4,8.0,M
RK_Valley,R230347,789,7.25,6.2,5.0,8.0,M
RK_Valley,R230539,791,6.0,6.4,5.8,8.0,F
RK_Valley,R230930,792,7.25,5.8,5.2,7.99,F
RK_Valley,R230840,793,6.75,6.2,6.0,7.99,F
RK_Valley,R230592,794,6.75,5.6,5.8,7.99,F
RK_Valley,R230106,795,7.0,5.8,5.2,7.98,F
RK_Valley,R220119,796,7.0,6.2,5.8,7.96,M
RK_Valley,R230500,797,7.0,6.2,5.4,7.96,F
RK_Valley,R230683,798,7.0,5.6,5.6,7.95,F
RK_Valley,R230540,799,6.75,6.4,5.8,7.95,F
RK_Valley,R230325,800,7.25,5.6,5.2,7.94,F
RK_Valley,R230095,801,6.5,6.4,5.4,7.94,F
RK_Valley,R230433,802,6.0,6.0,6.0,7.94,F
RK_Valley,R230778,803,6.5,5.8,6.0,7.93,F
RK_Valley,R230902,804,6.0,6.0,5.8,7.93,M
RK_Valley,R230151,805,5.75,5.8,5.4,7.93,F
RK_Valley,R230438,806,7.0,5.8,5.2,7.92,M
RK_Valley,R230350,807,6.75,6.0,6.0,7.91,F
RK_Valley,R230103,808,6.5,5.4,5.2,7.91,M
RK_Valley,R230108,809,7.5,6.0,4.6,7.89,F
RK_Valley,R230555,810,6.25,5.8,5.6,7.89,F
RK_Valley,R230330,811,6.0,6.8,5.4,7.89,F
RK_Valley,R230507,812,6.5,5.6,5.4,7.88,F
RK_Valley,R230434,813,6.25,6.2,6.2,7.88,M
RK_Valley,R230074,814,7.0,5.8,5.8,7.87,F
RK_Valley,R230262,815,6.75,5.6,5.4,7.87,F
RK_Valley,R230221,817,6.5,6.2,5.4,7.86,F
RK_Valley,R230204,818,6.25,5.6,5.2,7.86,F
RK_Valley,R230105,819,6.0,5.8,6.0,7.86,M
RK_Valley,R230854,820,6.75,6.8,5.6,7.85,F
RK_Valley,R230655,821,6.75,6.2,5.8,7.85,F
RK_Valley,R230247,822,6.0,6.2,5.6,7.84,M
RK_Valley,R230019,823,6.5,6.0,5.6,7.83,F
RK_Valley,R230382,826,5.75,5.8,5.4,7.83,F
RK_Valley,R230926,827,6.0,5.8,5.6,7.82,F
RK_Valley,R230257,828,5.75,6.2,5.8,7.82,M
RK_Valley,R230304,829,5.75,5.8,6.2,7.82,F
RK_Valley,R230730,830,7.75,5.6,5.4,7.81,M
RK_Valley,R230495,831,7.5,6.0,5.8,7.81,M
RK_Valley,R230220,833,6.25,5.8,6.0,7.81,F
RK_Valley,R230006,834,6.75,5.4,5.4,7.8,F
RK_Valley,R230077,835,6.25,5.8,5.6,7.8,F
RK_Valley,R230205,836,7.5,5.8,5.2,7.79,M
RK_Valley,R230275,837,6.5,5.6,5.2,7.79,F
RK_Valley,R230345,838,6.5,5.4,5.4,7.79,M
RK_Valley,R220003,839,5.75,5.8,5.2,7.79,M
RK_Valley,R230028,840,6.25,6.0,5.4,7.78,M
RK_Valley,R230889,841,7.0,6.4,6.0,7.77,M
RK_Valley,R220560,842,6.5,5.6,5.6,7.77,F
RK_Valley,R230191,844,5.5,6.0,5.2,7.77,F
RK_Valley,R230768,845,6.5,6.0,5.4,7.76,F
RK_Valley,R230001,846,6.25,6.0,5.4,7.76,F
RK_Valley,R230658,847,7.0,6.0,4.8,7.75,F
RK_Valley,R230493,848,6.75,5.0,5.6,7.75,F
RK_Valley,R230375,849,6.0,6.0,5.2,7.75,F
RK_Valley,R230829,850,6.75,6.0,5.6,7.74,M
RK_Valley,R230290,851,6.5,6.2,5.4,7.74,M
RK_Valley,R230605,852,6.5,6.0,6.2,7.74,M
RK_Valley,R230833,854,6.0,5.4,5.6,7.72,F
RK_Valley,R230956,855,5.75,6.4,5.0,7.72,F
RK_Valley,R230032,856,6.75,6.0,6.0,7.69,M
RK_Valley,R230185,857,6.0,5.8,5.2,7.69,F
RK_Valley,R230367,860,6.5,5.4,5.6,7.67,F
RK_Valley,R230252,861,6.0,6.0,5.2,7.67,M
RK_Valley,R230427,862,5.75,5.2,5.8,7.67,F
RK_Valley,R230692,863,7.25,5.6,5.4,7.65,M
RK_Valley,R230062,865,6.0,6.6,5.8,7.65,F
RK_Valley,R230439,867,7.25,5.6,5.4,7.63,F
RK_Valley,R230764,868,6.25,5.8,5.2,7.63,M
RK_Valley,R230414,869,6.25,5.2,5.6,7.63,F
RK_Valley,R230104,870,6.0,5.8,5.6,7.61,F
RK_Valley,R230753,871,6.5,5.4,5.6,7.6,M
RK_Valley,R230426,872,6.0,6.0,5.8,7.58,M
RK_Valley,R230791,873,6.25,4.8,5.4,7.57,F
RK_Valley,R220994,874,5.25,5.2,6.0,7.57,F
RK_Valley,R230278,875,7.75,5.8,5.4,7.56,M
RK_Valley,R230952,876,6.5,5.2,5.4,7.56,F
RK_Valley,R230894,877,6.0,5.4,5.6,7.56,M
RK_Valley,R230697,878,8.75,5.0,5.2,7.55,F
RK_Valley,R230928,880,6.0,5.8,4.8,7.55,M
RK_Valley,R230232,881,5.75,5.6,5.8,7.55,M
RK_Valley,R230377,882,6.25,6.0,5.0,7.54,M
RK_Valley,R220168,883,5.75,5.6,5.0,7.53,M
RK_Valley,R230126,885,5.75,5.2,5.4,7.52,F
RK_Valley,R230452,886,6.75,5.2,5.6,7.51,F
RK_Valley,R230453,887,6.0,5.6,5.4,7.51,F
RK_Valley,R230203,888,5.75,6.6,5.0,7.51,F
